CustomerID,CheckInDate,CheckOutDate,Duration
C2004,2021-07-25,2021-07-31,6
C895,2020-09-28,2020-09-29,1
C1624,2021-07-28,2021-08-03,6
C3539,2022-04-21,2022-04-23,2
C1702,2022-03-04,2022-03-09,5
C4712,2025-03-09,2025-03-15,6
C3637,2023-04-18,2023-04-24,6
C4754,2023-02-28,2023-03-02,2
C3356,2022-12-16,2022-12-18,2
C2800,2022-12-29,2022-12-30,1
C465,2023-08-13,2023-08-17,4
C538,2024-12-24,2024-12-28,4
C1492,2024-08-23,2024-08-29,6
C2382,2022-04-13,2022-04-18,5
C176,2023-09-03,2023-09-06,3
C4242,2023-06-11,2023-06-14,3
C4391,2022-02-03,2022-02-09,6
C3000,2020-07-11,2020-07-16,5
C1549,2022-11-19,2022-11-20,1
C4212,2020-06-12,2020-06-19,7
C2778,2024-10-27,2024-10-30,3
C364,2025-09-15,2025-09-16,1
C3344,2022-06-07,2022-06-13,6
C1093,2023-10-27,2023-10-31,4
C1317,2021-03-12,2021-03-14,2
C3454,2024-09-01,2024-09-04,3
C569,2022-10-26,2022-10-28,2
C2099,2020-10-07,2020-10-08,1
C1812,2024-01-22,2024-01-29,7
C3432,2023-02-07,2023-02-14,7
C1836,2021-09-04,2021-09-06,2
C469,2022-03-07,2022-03-08,1
C3838,2020-05-24,2020-05-25,1
C2170,2024-04-20,2024-04-26,6
C3280,2024-04-20,2024-04-22,2
C3799,2020-12-02,2020-12-05,3
C1507,2022-01-26,2022-02-02,7
C1582,2020-02-11,2020-02-14,3
C2061,2025-04-01,2025-04-05,4
C414,2023-11-26,2023-12-01,5
C1755,2020-08-26,2020-08-29,3
C2931,2020-06-27,2020-07-02,5
C2362,2021-09-10,2021-09-13,3
C1496,2024-06-02,2024-06-09,7
C1024,2024-08-26,2024-08-31,5
C1809,2024-07-04,2024-07-09,5
C2630,2023-10-07,2023-10-14,7
C592,2021-11-05,2021-11-08,3
C4167,2022-07-17,2022-07-22,5
C2038,2021-03-06,2021-03-08,2
C1257,2022-06-17,2022-06-22,5
C4492,2024-02-22,2024-02-28,6
C2174,2021-02-22,2021-02-24,2
C4357,2021-03-14,2021-03-20,6
C651,2023-11-08,2023-11-09,1
C1050,2021-04-07,2021-04-10,3
C514,2020-03-17,2020-03-20,3
C3158,2020-08-09,2020-08-16,7
C5049,2022-07-20,2022-07-21,1
C3635,2025-11-07,2025-11-14,7
C4671,2023-03-16,2023-03-21,5
C3974,2021-02-13,2021-02-17,4
C3755,2022-11-14,2022-11-17,3
C568,2025-09-27,2025-09-28,1
C3528,2024-12-03,2024-12-06,3
C2902,2025-06-10,2025-06-13,3
C4381,2022-08-01,2022-08-02,1
C1044,2025-05-13,2025-05-17,4
C4128,2022-07-10,2022-07-15,5
C4192,2024-05-11,2024-05-16,5
C4497,2024-05-08,2024-05-13,5
C2900,2022-11-07,2022-11-09,2
C2350,2020-06-20,2020-06-25,5
C1356,2023-10-09,2023-10-13,4
C4198,2022-10-26,2022-10-28,2
C2921,2023-04-05,2023-04-08,3
C1629,2020-07-05,2020-07-08,3
C818,2024-01-24,2024-01-27,3
C1237,2023-01-28,2023-02-04,7
C3448,2024-05-27,2024-05-30,3
C946,2023-07-16,2023-07-19,3
C2216,2024-02-22,2024-02-28,6
C2919,2025-01-07,2025-01-12,5
C3392,2021-07-19,2021-07-20,1
C732,2023-04-20,2023-04-26,6
C1348,2020-07-29,2020-08-01,3
C3946,2025-05-03,2025-05-05,2
C3895,2023-02-11,2023-02-12,1
C3107,2025-10-05,2025-10-11,6
C1758,2021-02-14,2021-02-18,4
C1939,2020-11-22,2020-11-27,5
C2152,2023-07-20,2023-07-22,2
C2983,2024-01-17,2024-01-23,6
C563,2024-09-04,2024-09-08,4
C4973,2022-08-31,2022-09-07,7
C2616,2024-12-25,2024-12-29,4
C3497,2023-12-25,2023-12-30,5
C1417,2020-06-09,2020-06-14,5
C4803,2022-01-09,2022-01-14,5
C5085,2022-09-13,2022-09-15,2
C643,2023-10-18,2023-10-21,3
C1623,2025-02-19,2025-02-22,3
C773,2023-11-19,2023-11-26,7
C2199,2024-11-23,2024-11-27,4
C1868,2025-02-22,2025-02-23,1
C3312,2021-07-30,2021-08-06,7
C1293,2021-06-26,2021-07-01,5
C902,2022-10-13,2022-10-20,7
C5006,2023-04-10,2023-04-17,7
C2478,2023-02-09,2023-02-13,4
C926,2024-01-04,2024-01-05,1
C1238,2021-12-10,2021-12-11,1
C1238,2023-09-08,2023-09-15,7
C4584,2024-01-12,2024-01-14,2
C4692,2025-08-03,2025-08-07,4
C1426,2022-07-08,2022-07-13,5
C1119,2021-10-28,2021-10-29,1
C2697,2023-08-01,2023-08-05,4
C2307,2021-09-19,2021-09-22,3
C1146,2024-11-17,2024-11-21,4
C1771,2021-06-06,2021-06-13,7
C3351,2023-06-03,2023-06-10,7
C5035,2025-08-06,2025-08-09,3
C3571,2024-09-17,2024-09-24,7
C4936,2021-11-02,2021-11-09,7
C2139,2021-06-09,2021-06-15,6
C865,2021-09-30,2021-10-01,1
C3225,2020-05-26,2020-06-01,6
C3442,2025-06-13,2025-06-16,3
C3136,2021-12-09,2021-12-10,1
C3828,2024-09-04,2024-09-11,7
C4833,2022-09-12,2022-09-17,5
C3496,2021-02-28,2021-03-03,3
C1680,2021-09-06,2021-09-09,3
C4087,2020-09-14,2020-09-15,1
C2373,2023-02-05,2023-02-09,4
C1385,2022-11-28,2022-11-29,1
C4512,2023-05-20,2023-05-26,6
C2220,2022-07-29,2022-08-01,3
C657,2024-03-13,2024-03-17,4
C1527,2022-03-04,2022-03-07,3
C2586,2023-04-29,2023-05-02,3
C3059,2022-12-26,2022-12-30,4
C786,2020-12-17,2020-12-20,3
C2685,2021-12-26,2022-01-02,7
C4741,2025-03-25,2025-03-28,3
C3197,2023-05-05,2023-05-06,1
C4917,2023-06-04,2023-06-05,1
C2364,2020-05-11,2020-05-13,2
C713,2025-04-02,2025-04-08,6
C3862,2022-01-25,2022-01-30,5
C3590,2025-01-24,2025-01-28,4
C1207,2024-09-04,2024-09-11,7
C3050,2021-11-11,2021-11-13,2
C3962,2024-02-12,2024-02-13,1
C650,2023-11-05,2023-11-09,4
C3001,2025-09-29,2025-09-30,1
C2469,2024-10-28,2024-11-02,5
C2056,2023-03-15,2023-03-16,1
C219,2025-08-17,2025-08-21,4
C2217,2021-05-20,2021-05-25,5
C914,2022-02-14,2022-02-21,7
C4825,2023-07-13,2023-07-14,1
C3305,2025-01-14,2025-01-15,1
C3726,2022-05-17,2022-05-19,2
C115,2024-10-16,2024-10-17,1
C2255,2020-04-14,2020-04-18,4
C3567,2022-01-27,2022-02-03,7
C127,2022-03-31,2022-04-06,6
C4163,2021-10-24,2021-10-28,4
C2054,2021-07-23,2021-07-30,7
C833,2020-07-24,2020-07-31,7
C937,2022-07-10,2022-07-13,3
C755,2022-10-05,2022-10-11,6
C5037,2025-10-03,2025-10-06,3
C3797,2021-08-07,2021-08-09,2
C573,2022-05-10,2022-05-14,4
C871,2023-11-25,2023-11-27,2
C1465,2021-03-18,2021-03-24,6
C985,2024-10-21,2024-10-25,4
C2626,2021-05-22,2021-05-29,7
C4692,2025-03-22,2025-03-24,2
C1812,2023-08-24,2023-08-27,3
C4710,2022-08-11,2022-08-15,4
C1415,2025-06-18,2025-06-23,5
C4543,2024-07-11,2024-07-15,4
C2756,2020-09-17,2020-09-22,5
C3911,2022-11-23,2022-11-30,7
C3080,2021-02-17,2021-02-21,4
C1319,2022-10-05,2022-10-08,3
C893,2021-03-21,2021-03-25,4
C4888,2025-10-12,2025-10-15,3
C2455,2021-12-02,2021-12-04,2
C3927,2022-07-12,2022-07-15,3
C1322,2021-04-01,2021-04-07,6
C4953,2021-03-05,2021-03-10,5
C3091,2020-11-02,2020-11-08,6
C1005,2022-06-25,2022-07-02,7
C600,2022-07-28,2022-08-02,5
C4855,2022-05-05,2022-05-10,5
C483,2025-10-21,2025-10-24,3
C3351,2020-01-08,2020-01-13,5
C4749,2021-10-26,2021-10-27,1
C3687,2021-11-04,2021-11-09,5
C1359,2024-07-07,2024-07-12,5
C2566,2021-12-08,2021-12-09,1
C2724,2023-08-26,2023-08-28,2
C1606,2022-01-19,2022-01-21,2
C186,2021-01-22,2021-01-28,6
C1396,2023-09-07,2023-09-09,2
C4463,2024-03-29,2024-03-30,1
C1430,2024-01-14,2024-01-20,6
C3186,2025-01-18,2025-01-20,2
C2160,2023-04-22,2023-04-28,6
C4511,2021-11-18,2021-11-22,4
C1912,2022-07-14,2022-07-21,7
C3136,2022-11-02,2022-11-07,5
C506,2023-10-21,2023-10-23,2
C4895,2025-06-27,2025-07-03,6
C2585,2021-02-20,2021-02-24,4
C4514,2025-09-30,2025-10-07,7
C750,2024-02-29,2024-03-01,1
C4246,2021-01-10,2021-01-12,2
C4417,2024-04-08,2024-04-14,6
C3121,2022-03-19,2022-03-24,5
C830,2024-03-08,2024-03-15,7
C4282,2020-06-03,2020-06-09,6
C3168,2024-07-28,2024-08-01,4
C3319,2023-12-03,2023-12-07,4
C2155,2023-01-12,2023-01-17,5
C3600,2023-07-11,2023-07-13,2
C976,2021-11-21,2021-11-28,7
C2854,2023-10-10,2023-10-13,3
C1381,2024-06-21,2024-06-25,4
C2681,2020-12-31,2021-01-07,7
C1927,2024-03-18,2024-03-19,1
C1251,2025-10-18,2025-10-24,6
C239,2022-01-07,2022-01-14,7
C2782,2021-11-09,2021-11-16,7
C2840,2023-02-08,2023-02-10,2
C4499,2024-12-20,2024-12-27,7
C1696,2021-07-07,2021-07-10,3
C1151,2024-10-09,2024-10-10,1
C4953,2025-09-30,2025-10-02,2
C365,2020-02-22,2020-02-28,6
C3612,2025-06-08,2025-06-11,3
C2960,2025-09-22,2025-09-24,2
C1050,2024-08-17,2024-08-19,2
C1473,2023-03-09,2023-03-11,2
C1481,2024-09-16,2024-09-22,6
C241,2024-06-11,2024-06-12,1
C4275,2022-11-11,2022-11-12,1
C822,2022-03-17,2022-03-21,4
C2333,2025-11-09,2025-11-14,5
C1535,2024-07-05,2024-07-08,3
C4178,2021-01-31,2021-02-05,5
C658,2021-04-29,2021-05-02,3
C3725,2020-08-19,2020-08-26,7
C4784,2023-04-15,2023-04-18,3
C1948,2022-12-02,2022-12-06,4
C1429,2023-12-26,2023-12-30,4
C3113,2024-03-31,2024-04-07,7
C117,2024-08-05,2024-08-09,4
C124,2023-07-29,2023-07-30,1
C1424,2023-04-23,2023-04-26,3
C625,2022-02-07,2022-02-11,4
C791,2024-12-22,2024-12-26,4
C2271,2024-04-26,2024-04-28,2
C1889,2021-12-19,2021-12-25,6
C3784,2021-09-09,2021-09-10,1
C2891,2024-11-24,2024-11-25,1
C2100,2022-10-11,2022-10-17,6
C420,2025-05-26,2025-06-02,7
C466,2023-11-12,2023-11-16,4
C2289,2024-03-15,2024-03-16,1
C4040,2024-03-22,2024-03-23,1
C4572,2022-06-21,2022-06-22,1
C2043,2023-08-31,2023-09-05,5
C1083,2022-11-20,2022-11-25,5
C2451,2021-05-09,2021-05-11,2
C4011,2025-02-26,2025-03-04,6
C1922,2023-06-03,2023-06-08,5
C4710,2025-03-08,2025-03-10,2
C2986,2023-06-14,2023-06-17,3
C1815,2023-01-24,2023-01-29,5
C2171,2025-02-04,2025-02-07,3
C1732,2020-12-05,2020-12-10,5
C824,2025-05-16,2025-05-21,5
C4819,2022-05-08,2022-05-13,5
C4181,2022-01-02,2022-01-08,6
C1487,2020-11-15,2020-11-20,5
C4489,2020-04-07,2020-04-09,2
C3228,2022-01-21,2022-01-25,4
C3290,2025-07-07,2025-07-09,2
C4765,2023-03-21,2023-03-23,2
C4916,2021-09-12,2021-09-17,5
C1835,2025-06-25,2025-06-29,4
C290,2020-05-11,2020-05-15,4
C3870,2022-06-12,2022-06-17,5
C4673,2023-10-23,2023-10-30,7
C2841,2023-11-25,2023-11-28,3
C543,2024-08-12,2024-08-15,3
C3392,2024-01-16,2024-01-21,5
C1814,2024-05-15,2024-05-17,2
C2084,2021-05-08,2021-05-11,3
C3359,2025-07-09,2025-07-15,6
C4302,2021-06-21,2021-06-24,3
C1297,2023-11-27,2023-11-28,1
C1262,2022-07-27,2022-07-30,3
C5076,2023-11-23,2023-11-26,3
C1662,2020-12-04,2020-12-05,1
C2925,2023-12-30,2024-01-01,2
C1057,2022-07-03,2022-07-06,3
C281,2024-10-25,2024-11-01,7
C3226,2021-01-08,2021-01-15,7
C3166,2020-08-22,2020-08-29,7
C1018,2025-08-23,2025-08-26,3
C4462,2020-11-02,2020-11-06,4
C5040,2024-09-21,2024-09-27,6
C653,2021-08-23,2021-08-28,5
C3442,2020-02-26,2020-02-29,3
C4321,2024-06-22,2024-06-23,1
C2719,2023-02-11,2023-02-15,4
C3975,2022-09-29,2022-10-06,7
C1432,2025-05-13,2025-05-15,2
C1267,2025-05-10,2025-05-17,7
C543,2023-04-22,2023-04-26,4
C3498,2021-07-01,2021-07-06,5
C1034,2020-09-18,2020-09-23,5
C1606,2020-12-12,2020-12-18,6
C1973,2023-04-04,2023-04-08,4
C4439,2022-06-25,2022-06-26,1
C2047,2024-12-29,2025-01-01,3
C2901,2020-07-14,2020-07-20,6
C4689,2022-10-15,2022-10-21,6
C4324,2025-04-21,2025-04-25,4
C1985,2024-08-01,2024-08-02,1
C4877,2025-09-14,2025-09-18,4
C619,2022-05-13,2022-05-20,7
C4659,2023-05-30,2023-06-01,2
C1981,2020-09-05,2020-09-11,6
C500,2020-12-30,2021-01-02,3
C4653,2021-11-23,2021-11-26,3
C172,2025-03-22,2025-03-25,3
C3649,2024-02-07,2024-02-11,4
C699,2022-10-15,2022-10-19,4
C1563,2020-10-21,2020-10-26,5
C3154,2025-04-02,2025-04-04,2
C3120,2024-11-18,2024-11-19,1
C3950,2023-12-10,2023-12-15,5
C1155,2020-07-03,2020-07-10,7
C2245,2023-03-24,2023-03-25,1
C4816,2023-05-16,2023-05-17,1
C3253,2021-03-29,2021-04-01,3
C1902,2020-12-16,2020-12-20,4
C4700,2022-12-03,2022-12-06,3
C1958,2022-05-03,2022-05-10,7
C1843,2021-03-19,2021-03-21,2
C4288,2025-06-15,2025-06-21,6
C316,2023-02-18,2023-02-24,6
C1172,2022-03-30,2022-03-31,1
C3715,2023-04-17,2023-04-21,4
C1997,2025-09-18,2025-09-21,3
C2531,2021-07-07,2021-07-11,4
C463,2023-09-25,2023-09-29,4
C771,2024-02-09,2024-02-12,3
C3899,2020-12-20,2020-12-25,5
C5092,2023-07-06,2023-07-12,6
C3948,2022-07-16,2022-07-18,2
C4083,2023-11-19,2023-11-26,7
C2872,2022-01-02,2022-01-07,5
C4349,2024-10-06,2024-10-12,6
C4580,2021-06-17,2021-06-23,6
C4644,2023-10-06,2023-10-11,5
C524,2024-01-05,2024-01-10,5
C3217,2021-07-11,2021-07-16,5
C3837,2021-05-19,2021-05-21,2
C2580,2023-03-30,2023-04-04,5
C684,2023-11-19,2023-11-26,7
C2704,2024-10-06,2024-10-13,7
C3147,2021-05-12,2021-05-13,1
C757,2024-04-28,2024-04-29,1
C312,2022-10-23,2022-10-24,1
C1260,2023-08-12,2023-08-17,5
C5046,2025-09-14,2025-09-15,1
C4807,2025-02-08,2025-02-10,2
C368,2020-02-12,2020-02-16,4
C4858,2021-06-03,2021-06-07,4
C3889,2022-08-21,2022-08-23,2
C2926,2020-12-28,2020-12-31,3
C2632,2023-11-02,2023-11-07,5
C2938,2020-08-06,2020-08-11,5
C2359,2020-11-27,2020-12-03,6
C4548,2023-11-01,2023-11-08,7
C2212,2024-02-14,2024-02-17,3
C2674,2022-06-27,2022-07-01,4
C2613,2021-08-17,2021-08-23,6
C1593,2025-01-23,2025-01-30,7
C1345,2024-04-10,2024-04-16,6
C3503,2023-05-15,2023-05-22,7
C534,2021-11-25,2021-11-30,5
C2513,2023-09-02,2023-09-06,4
C1200,2022-12-16,2022-12-20,4
C4217,2020-06-18,2020-06-19,1
C3113,2023-01-17,2023-01-18,1
C2382,2023-02-27,2023-03-06,7
C3796,2024-04-03,2024-04-07,4
C2966,2020-02-15,2020-02-18,3
C804,2021-05-19,2021-05-24,5
C4529,2023-09-18,2023-09-21,3
C4450,2020-03-10,2020-03-11,1
C4303,2021-04-02,2021-04-09,7
C4017,2024-06-10,2024-06-15,5
C1158,2023-01-26,2023-01-30,4
C961,2020-08-19,2020-08-22,3
C3567,2025-08-13,2025-08-19,6
C2604,2024-04-28,2024-05-05,7
C4087,2024-09-24,2024-09-26,2
C3858,2020-06-24,2020-06-27,3
C2129,2025-02-18,2025-02-20,2
C2320,2022-05-20,2022-05-23,3
C1703,2020-03-06,2020-03-12,6
C1573,2025-10-13,2025-10-17,4
C2923,2020-08-09,2020-08-16,7
C1831,2025-03-10,2025-03-12,2
C3490,2023-05-08,2023-05-11,3
C238,2022-11-06,2022-11-08,2
C3787,2025-02-19,2025-02-25,6
C2156,2022-01-04,2022-01-06,2
C2674,2025-09-05,2025-09-07,2
C3977,2022-03-29,2022-04-01,3
C3500,2022-08-26,2022-08-28,2
C1880,2021-01-05,2021-01-07,2
C5038,2023-12-27,2024-01-03,7
C4969,2021-06-16,2021-06-20,4
C1942,2020-04-23,2020-04-28,5
C4970,2022-05-25,2022-05-29,4
C4136,2021-09-16,2021-09-20,4
C3997,2021-01-06,2021-01-08,2
C1505,2022-06-10,2022-06-17,7
C2709,2021-05-12,2021-05-13,1
C2556,2023-01-10,2023-01-15,5
C175,2024-04-15,2024-04-19,4
C1261,2020-03-12,2020-03-14,2
C4426,2021-11-19,2021-11-22,3
C4585,2021-12-22,2021-12-28,6
C1687,2023-02-07,2023-02-13,6
C3375,2020-04-06,2020-04-12,6
C135,2022-08-23,2022-08-30,7
C321,2021-05-30,2021-06-04,5
C2685,2023-09-05,2023-09-09,4
C927,2024-10-16,2024-10-22,6
C2435,2024-05-13,2024-05-16,3
C2188,2025-01-03,2025-01-07,4
C4838,2023-03-06,2023-03-07,1
C3389,2021-06-13,2021-06-15,2
C3486,2023-12-06,2023-12-12,6
C2322,2022-02-08,2022-02-12,4
C2165,2025-05-08,2025-05-11,3
C805,2020-03-01,2020-03-08,7
C4868,2020-03-04,2020-03-06,2
C3695,2021-06-12,2021-06-17,5
C1300,2022-05-04,2022-05-11,7
C1518,2022-10-14,2022-10-15,1
C100,2025-11-08,2025-11-12,4
C4116,2023-03-23,2023-03-29,6
C1320,2023-01-11,2023-01-16,5
C304,2020-11-27,2020-12-03,6
C2350,2025-09-07,2025-09-14,7
C418,2025-05-15,2025-05-17,2
C2956,2020-01-28,2020-02-02,5
C2090,2025-04-08,2025-04-13,5
C3889,2023-05-09,2023-05-15,6
C1134,2021-05-20,2021-05-26,6
C3434,2024-05-27,2024-05-28,1
C3965,2020-08-23,2020-08-28,5
C691,2021-04-06,2021-04-09,3
C2485,2025-10-02,2025-10-04,2
C3471,2021-08-18,2021-08-25,7
C499,2022-11-24,2022-11-27,3
C3575,2022-02-07,2022-02-12,5
C4201,2020-03-18,2020-03-21,3
C3488,2021-09-04,2021-09-06,2
C931,2024-09-30,2024-10-07,7
C4035,2020-12-13,2020-12-17,4
C1659,2025-09-04,2025-09-05,1
C2370,2021-03-25,2021-03-26,1
C3421,2025-02-19,2025-02-26,7
C1990,2021-07-15,2021-07-20,5
C4054,2024-03-15,2024-03-20,5
C2537,2023-05-28,2023-05-31,3
C1476,2021-04-04,2021-04-08,4
C924,2024-12-28,2024-12-31,3
C471,2023-10-13,2023-10-18,5
C4580,2021-07-11,2021-07-18,7
C503,2023-06-28,2023-07-02,4
C933,2020-11-12,2020-11-17,5
C3746,2021-04-17,2021-04-22,5
C3914,2022-05-22,2022-05-27,5
C873,2024-03-24,2024-03-30,6
C4944,2022-02-10,2022-02-14,4
C799,2025-10-05,2025-10-12,7
C1969,2020-09-23,2020-09-25,2
C2834,2020-12-03,2020-12-08,5
C4764,2021-09-22,2021-09-26,4
C5064,2023-06-27,2023-07-04,7
C4699,2022-05-24,2022-05-26,2
C2716,2023-05-04,2023-05-11,7
C5064,2020-02-06,2020-02-07,1
C5091,2020-10-03,2020-10-06,3
C2739,2020-06-10,2020-06-12,2
C2561,2020-11-13,2020-11-20,7
C3334,2021-08-03,2021-08-08,5
C878,2022-07-16,2022-07-22,6
C1899,2021-06-10,2021-06-17,7
C4032,2025-06-24,2025-07-01,7
C4429,2021-05-22,2021-05-23,1
C403,2020-03-29,2020-04-02,4
C4112,2023-12-10,2023-12-14,4
C2587,2022-06-19,2022-06-25,6
C3811,2023-10-29,2023-11-01,3
C3011,2024-09-07,2024-09-10,3
C1695,2020-04-03,2020-04-05,2
C4744,2024-12-29,2024-12-30,1
C1008,2025-08-07,2025-08-13,6
C124,2022-04-04,2022-04-06,2
C558,2020-08-09,2020-08-14,5
C3694,2021-01-30,2021-02-01,2
C3313,2025-02-01,2025-02-05,4
C4279,2020-09-08,2020-09-11,3
C1444,2022-01-09,2022-01-15,6
C1445,2020-09-06,2020-09-13,7
C2951,2020-11-16,2020-11-18,2
C3908,2025-07-31,2025-08-05,5
C188,2023-09-23,2023-09-29,6
C4601,2022-01-06,2022-01-10,4
C2449,2025-01-08,2025-01-15,7
C917,2021-06-04,2021-06-11,7
C2927,2021-03-02,2021-03-09,7
C4932,2024-10-02,2024-10-05,3
C4846,2024-04-21,2024-04-22,1
C3573,2024-07-15,2024-07-16,1
C2880,2025-06-03,2025-06-08,5
C4086,2022-02-04,2022-02-08,4
C1245,2021-09-29,2021-10-02,3
C2812,2025-07-27,2025-08-02,6
C1077,2021-07-25,2021-07-29,4
C584,2022-12-17,2022-12-23,6
C5020,2023-04-02,2023-04-04,2
C4799,2021-08-17,2021-08-22,5
C3835,2023-02-04,2023-02-11,7
C3374,2024-09-15,2024-09-20,5
C3292,2020-05-01,2020-05-08,7
C3751,2023-12-29,2023-12-30,1
C3621,2023-04-15,2023-04-22,7
C4618,2022-09-07,2022-09-11,4
C1238,2021-04-10,2021-04-13,3
C4849,2024-09-18,2024-09-24,6
C3513,2022-09-22,2022-09-23,1
C4030,2023-06-12,2023-06-13,1
C560,2025-08-16,2025-08-22,6
C1325,2021-03-15,2021-03-21,6
C2148,2020-08-01,2020-08-07,6
C2515,2021-09-11,2021-09-16,5
C2275,2024-08-29,2024-09-01,3
C3881,2021-04-28,2021-05-05,7
C645,2022-09-01,2022-09-03,2
C1907,2024-02-14,2024-02-20,6
C2438,2025-02-24,2025-02-25,1
C4864,2023-02-01,2023-02-03,2
C455,2020-12-17,2020-12-18,1
C642,2023-12-18,2023-12-20,2
C3076,2025-07-31,2025-08-05,5
C2349,2022-08-25,2022-09-01,7
C1785,2024-10-22,2024-10-24,2
C2036,2022-12-20,2022-12-25,5
C1151,2020-03-07,2020-03-14,7
C4773,2021-05-13,2021-05-14,1
C3145,2023-04-09,2023-04-13,4
C556,2024-10-26,2024-11-01,6
C1876,2023-07-15,2023-07-18,3
C1353,2021-03-02,2021-03-07,5
C2959,2022-01-14,2022-01-17,3
C720,2023-09-04,2023-09-10,6
C3950,2024-04-30,2024-05-03,3
C1694,2020-12-13,2020-12-14,1
C2586,2023-03-20,2023-03-25,5
C2873,2024-01-09,2024-01-15,6
C3157,2025-07-30,2025-08-02,3
C3170,2020-02-25,2020-02-26,1
C713,2020-03-25,2020-03-31,6
C2064,2022-03-18,2022-03-24,6
C2278,2024-05-27,2024-06-03,7
C1860,2024-03-13,2024-03-14,1
C1714,2021-11-16,2021-11-18,2
C4443,2025-02-15,2025-02-19,4
C1289,2024-10-05,2024-10-10,5
C1489,2021-09-26,2021-10-03,7
C1408,2020-06-11,2020-06-16,5
C569,2024-04-11,2024-04-14,3
C4139,2023-07-14,2023-07-15,1
C665,2020-02-15,2020-02-20,5
C3286,2023-12-18,2023-12-24,6
C4295,2023-01-03,2023-01-06,3
C805,2020-11-27,2020-12-02,5
C3190,2023-07-09,2023-07-13,4
C2153,2023-06-15,2023-06-22,7
C1278,2020-02-03,2020-02-10,7
C3661,2022-08-23,2022-08-30,7
C1284,2024-12-19,2024-12-22,3
C276,2024-11-10,2024-11-12,2
C4168,2023-02-21,2023-02-28,7
C2150,2022-04-09,2022-04-13,4
C3222,2025-04-29,2025-04-30,1
C4921,2025-07-10,2025-07-13,3
C3660,2022-05-12,2022-05-13,1
C4166,2021-08-29,2021-08-31,2
C4297,2023-05-16,2023-05-23,7
C1528,2020-01-22,2020-01-26,4
C2024,2020-05-23,2020-05-28,5
C1874,2023-04-21,2023-04-23,2
C4441,2022-08-19,2022-08-20,1
C2661,2025-05-09,2025-05-15,6
C283,2020-03-02,2020-03-08,6
C407,2020-05-25,2020-05-26,1
C1144,2020-11-15,2020-11-18,3
C4432,2020-08-28,2020-08-30,2
C221,2024-11-12,2024-11-14,2
C288,2022-07-19,2022-07-20,1
C2752,2021-01-06,2021-01-07,1
C1252,2024-09-02,2024-09-07,5
C705,2022-09-09,2022-09-16,7
C4224,2023-12-29,2024-01-03,5
C2040,2022-04-02,2022-04-04,2
C2921,2020-11-09,2020-11-11,2
C180,2022-11-14,2022-11-20,6
C1036,2024-12-14,2024-12-20,6
C614,2024-02-16,2024-02-21,5
C4183,2022-06-10,2022-06-12,2
C3215,2025-05-29,2025-05-30,1
C5002,2022-10-23,2022-10-25,2
C3872,2022-02-17,2022-02-23,6
C4411,2020-10-05,2020-10-09,4
C4400,2023-10-19,2023-10-24,5
C942,2023-04-28,2023-05-03,5
C1908,2022-02-16,2022-02-23,7
C4407,2024-09-06,2024-09-09,3
C3838,2025-06-11,2025-06-15,4
C2274,2024-12-20,2024-12-26,6
C1987,2020-08-21,2020-08-26,5
C3045,2023-04-01,2023-04-05,4
C2914,2022-08-01,2022-08-05,4
C4502,2025-08-15,2025-08-16,1
C4389,2020-01-06,2020-01-12,6
C945,2024-02-10,2024-02-16,6
C1951,2021-11-14,2021-11-21,7
C538,2022-05-31,2022-06-07,7
C4631,2021-07-25,2021-07-27,2
C3562,2024-02-20,2024-02-21,1
C3325,2022-12-30,2023-01-06,7
C2753,2020-11-14,2020-11-20,6
C1112,2023-06-01,2023-06-07,6
C1211,2023-03-20,2023-03-24,4
C1724,2023-01-18,2023-01-23,5
C990,2024-07-25,2024-08-01,7
C3964,2022-08-16,2022-08-19,3
C1769,2024-12-11,2024-12-15,4
C410,2021-05-18,2021-05-24,6
C567,2021-07-27,2021-07-28,1
C2742,2023-01-11,2023-01-16,5
C3102,2023-09-02,2023-09-07,5
C3904,2023-09-04,2023-09-07,3
C3802,2024-03-22,2024-03-24,2
C3120,2022-04-23,2022-04-24,1
C374,2025-01-26,2025-02-02,7
C4868,2024-08-03,2024-08-05,2
C1515,2021-12-06,2021-12-11,5
C4238,2020-03-29,2020-04-03,5
C3133,2022-04-11,2022-04-15,4
C198,2023-05-29,2023-06-04,6
C2927,2024-09-26,2024-09-28,2
C1576,2025-03-22,2025-03-26,4
C899,2024-10-17,2024-10-20,3
C2619,2025-08-09,2025-08-16,7
C3909,2025-04-27,2025-04-30,3
C1445,2021-01-16,2021-01-23,7
C188,2024-09-22,2024-09-29,7
C4396,2020-06-16,2020-06-18,2
C664,2024-07-04,2024-07-11,7
C1479,2025-02-06,2025-02-11,5
C4839,2022-04-27,2022-04-28,1
C3259,2025-05-11,2025-05-13,2
C4997,2025-01-01,2025-01-08,7
C1693,2021-05-08,2021-05-10,2
C1141,2021-08-25,2021-08-27,2
C1547,2022-04-22,2022-04-23,1
C3912,2025-09-22,2025-09-26,4
C1876,2024-12-16,2024-12-18,2
C3831,2025-07-22,2025-07-23,1
C4882,2021-10-24,2021-10-29,5
C1636,2020-07-15,2020-07-20,5
C1612,2021-04-13,2021-04-16,3
C2764,2023-07-16,2023-07-21,5
C2175,2020-07-07,2020-07-14,7
C2165,2023-01-18,2023-01-19,1
