BookingID,CustomerID,RoomTypeID,BranchID,CheckInDate,CheckOutDate,Duration,Revenue,BookingStatus,CancellationReason,LeadTime,PaymentMethod,DiscountApplied,BookingChannel,Purpose,Stay_Type
BK2090,C2398,RT2,B2,2020-06-08,2020-06-14,6,24000,Cancelled,Price,45,Cash,20,Travel Agent,,Other
BK4863,C1635,RT2,B4,2020-06-08,2020-06-12,4,16000,Checked-in,,26,Cash,0,Travel Agent,,Other
BK7444,C1816,RT2,B3,2020-06-08,2020-06-13,5,20000,Checked-in,,56,Cash,0,Mobile App,,Other
BK8789,C3942,RT3,B2,2020-06-08,2020-06-12,4,30000,Cancelled,Other,26,Cash,15,Website,Business,Short Stay
BK13860,C199,RT4,B3,2020-06-08,2020-06-13,5,27500,No-show,,59,Credit Card,20,Call Center,Conference,Medium Stay
BK13958,C423,RT4,B4,2020-06-08,2020-06-10,2,11000,Checked-in,,46,Cash,20,Travel Agent,Vacation,Iong Stay
BK24331,C181,RT2,B4,2020-06-08,2020-06-11,3,12000,Checked-in,,21,UPI,10,Travel Agent,Holiday,Long Stay
BK28540,C4718,RT3,B3,2020-06-08,2020-06-11,3,22500,Cancelled,Other,10,UPI,20,Website,Conference,Medium Stay
BK3860,C4104,RT3,B4,2020-06-09,2020-06-15,6,45000,Cancelled,Weather,39,Credit Card,15,Travel Agent,Business,Short Stay
BK6001,C1417,RT3,B5,2020-06-09,2020-06-14,5,37500,Checked-in,,16,UPI,10,Call Center,Conference,Medium Stay
BK6747,C1832,RT4,B5,2020-06-09,2020-06-12,3,16500,No-show,,25,Cash,0,Travel Agent,Holiday,Long Stay
BK11476,C3583,RT1,B3,2020-06-09,2020-06-11,2,5000,No-show,,58,UPI,5,Website,Conference,Medium Stay
BK18264,C3117,RT1,B5,2020-06-09,2020-06-15,6,15000,Checked-in,,38,Credit Card,0,Call Center,Conference,Medium Stay
BK18402,C3253,RT2,B1,2020-06-09,2020-06-10,1,4000,Cancelled,Price,55,UPI,15,Call Center,Business,Short Stay
BK18453,C4398,RT1,B4,2020-06-09,2020-06-10,1,2500,Checked-in,,53,Corporate Account,10,Travel Agent,,Other
BK19839,C1013,RT1,B3,2020-06-09,2020-06-13,4,10000,Checked-in,,26,Cash,10,Website,,Other
BK24496,C475,RT1,B1,2020-06-09,2020-06-10,1,2500,No-show,,10,Cash,0,Call Center,Vacation,Iong Stay
BK28256,C4251,RT2,B4,2020-06-09,2020-06-14,5,20000,Checked-in,,34,UPI,15,Travel Agent,,Other
BK3454,C659,RT1,B4,2020-06-10,2020-06-12,2,5000,Checked-in,,15,Corporate Account,5,Website,Business,Short Stay
BK4818,C3901,RT1,B4,2020-06-10,2020-06-13,3,7500,No-show,,8,Credit Card,20,Mobile App,Conference,Medium Stay
BK6414,C2739,RT2,B3,2020-06-10,2020-06-12,2,8000,Checked-in,,20,Cash,0,Mobile App,Holiday,Long Stay
BK7236,C859,RT1,B3,2020-06-10,2020-06-15,5,12500,No-show,,42,Corporate Account,5,Website,Vacation,Iong Stay
BK7240,C3680,RT4,B4,2020-06-10,2020-06-15,5,27500,No-show,,54,Corporate Account,0,Website,,Other
BK7761,C3412,RT3,B1,2020-06-10,2020-06-14,4,30000,Cancelled,Change of plans,17,Corporate Account,0,Mobile App,,Other
BK9847,C1434,RT3,B5,2020-06-10,2020-06-12,2,15000,Cancelled,Change of plans,30,Corporate Account,0,Mobile App,Vacation,Iong Stay
BK10818,C2351,RT2,B4,2020-06-10,2020-06-11,1,4000,Checked-in,,13,UPI,0,Mobile App,Holiday,Long Stay
BK11120,C2970,RT2,B4,2020-06-10,2020-06-12,2,8000,No-show,,28,UPI,20,Mobile App,Conference,Medium Stay
BK12938,C3599,RT3,B1,2020-06-10,2020-06-17,7,52500,No-show,,1,Cash,10,Call Center,Conference,Medium Stay
BK13024,C229,RT2,B2,2020-06-10,2020-06-11,1,4000,Checked-in,,57,Cash,20,Mobile App,Conference,Medium Stay
BK16344,C4449,RT4,B3,2020-06-10,2020-06-16,6,33000,No-show,,32,Cash,15,Mobile App,,Other
BK20042,C2328,RT3,B5,2020-06-10,2020-06-16,6,45000,Cancelled,Other,55,Cash,0,Travel Agent,Business,Short Stay
BK21920,C2223,RT2,B1,2020-06-10,2020-06-13,3,12000,No-show,,9,UPI,0,Website,Business,Short Stay
BK22958,C3117,RT2,B5,2020-06-10,2020-06-11,1,4000,Cancelled,Weather,41,Credit Card,15,Travel Agent,Vacation,Iong Stay
BK24267,C1961,RT2,B2,2020-06-10,2020-06-15,5,20000,Checked-in,,56,Corporate Account,0,Mobile App,Vacation,Iong Stay
BK24604,C2601,RT3,B4,2020-06-10,2020-06-15,5,37500,Checked-in,,33,Credit Card,10,Travel Agent,Vacation,Iong Stay
BK25939,C4308,RT4,B2,2020-06-10,2020-06-13,3,16500,Cancelled,Change of plans,27,Credit Card,10,Call Center,Vacation,Iong Stay
BK1894,C3763,RT3,B2,2020-06-11,2020-06-12,1,7500,Checked-in,,16,Corporate Account,0,Call Center,Business,Short Stay
BK3158,C2671,RT4,B2,2020-06-11,2020-06-16,5,27500,No-show,,7,Corporate Account,5,Travel Agent,Business,Short Stay
BK3216,C1301,RT2,B4,2020-06-11,2020-06-18,7,28000,No-show,,4,Credit Card,0,Mobile App,Holiday,Long Stay
BK4373,C1175,RT1,B4,2020-06-11,2020-06-18,7,17500,Checked-in,,2,Cash,0,Website,,Other
BK6502,C1408,RT2,B1,2020-06-11,2020-06-16,5,20000,No-show,,46,Corporate Account,10,Travel Agent,Vacation,Iong Stay
BK7661,C1315,RT1,B3,2020-06-11,2020-06-14,3,7500,Checked-in,,36,Corporate Account,15,Website,Vacation,Iong Stay
BK13910,C2519,RT1,B2,2020-06-11,2020-06-12,1,2500,Checked-in,,27,Credit Card,20,Website,,Other
BK13977,C2752,RT2,B1,2020-06-11,2020-06-12,1,4000,Cancelled,Price,0,Corporate Account,10,Mobile App,Conference,Medium Stay
BK14447,C1240,RT1,B4,2020-06-11,2020-06-15,4,10000,Cancelled,Change of plans,55,UPI,0,Travel Agent,,Other
BK14553,C3367,RT2,B3,2020-06-11,2020-06-16,5,20000,Checked-in,,21,Corporate Account,10,Website,,Other
BK15453,C1897,RT2,B3,2020-06-11,2020-06-18,7,28000,No-show,,39,Credit Card,0,Call Center,,Other
BK18169,C2008,RT1,B4,2020-06-11,2020-06-18,7,17500,Cancelled,Change of plans,51,Corporate Account,0,Website,Business,Short Stay
BK21915,C1335,RT4,B1,2020-06-11,2020-06-15,4,22000,Checked-in,,29,UPI,0,Mobile App,Holiday,Long Stay
BK24277,C1547,RT1,B4,2020-06-11,2020-06-13,2,5000,No-show,,56,UPI,20,Travel Agent,,Other
BK24951,C986,RT1,B1,2020-06-11,2020-06-15,4,10000,Cancelled,Weather,5,UPI,10,Website,Conference,Medium Stay
BK28990,C1015,RT1,B3,2020-06-11,2020-06-15,4,10000,Checked-in,,25,Corporate Account,5,Mobile App,Holiday,Long Stay
BK1381,C4130,RT2,B3,2020-06-12,2020-06-18,6,24000,Cancelled,Price,43,Corporate Account,15,Call Center,Business,Short Stay
BK2057,C133,RT4,B4,2020-06-12,2020-06-19,7,38500,No-show,,23,UPI,20,Travel Agent,Vacation,Iong Stay
BK5923,C4212,RT2,B3,2020-06-12,2020-06-19,7,28000,Cancelled,Other,4,UPI,0,Website,,Other
BK6670,C4816,RT2,B2,2020-06-12,2020-06-13,1,4000,No-show,,22,Cash,5,Website,Vacation,Iong Stay
BK6723,C1304,RT4,B1,2020-06-12,2020-06-19,7,38500,Cancelled,Change of plans,39,Cash,10,Website,,Other
BK14950,C2351,RT2,B1,2020-06-12,2020-06-16,4,16000,Checked-in,,60,Corporate Account,0,Mobile App,Conference,Medium Stay
BK16057,C4655,RT2,B5,2020-06-12,2020-06-13,1,4000,No-show,,19,UPI,0,Mobile App,Business,Short Stay
BK22133,C118,RT4,B5,2020-06-12,2020-06-18,6,33000,Cancelled,Weather,3,UPI,0,Website,Business,Short Stay
BK25720,C3743,RT4,B4,2020-06-12,2020-06-14,2,11000,Checked-in,,5,Corporate Account,0,Website,Conference,Medium Stay
BK25840,C924,RT2,B4,2020-06-12,2020-06-17,5,20000,Cancelled,Change of plans,48,Corporate Account,0,Website,,Other
BK26841,C4548,RT4,B1,2020-06-12,2020-06-17,5,27500,No-show,,32,Credit Card,10,Call Center,Conference,Medium Stay
BK13660,C3030,RT3,B1,2020-06-13,2020-06-16,3,22500,Cancelled,Weather,40,Credit Card,0,Mobile App,,Other
BK14490,C1085,RT3,B4,2020-06-13,2020-06-16,3,22500,No-show,,7,Credit Card,5,Website,Business,Short Stay
BK15125,C1695,RT3,B1,2020-06-13,2020-06-20,7,52500,Cancelled,Weather,24,UPI,0,Website,Business,Short Stay
BK16086,C4260,RT3,B4,2020-06-13,2020-06-15,2,15000,Checked-in,,8,UPI,20,Travel Agent,,Other
BK16543,C2540,RT2,B1,2020-06-13,2020-06-15,2,8000,No-show,,56,UPI,15,Travel Agent,Business,Short Stay
BK21132,C2915,RT1,B4,2020-06-13,2020-06-20,7,17500,Checked-in,,2,Cash,5,Travel Agent,Business,Short Stay
BK22629,C207,RT1,B3,2020-06-13,2020-06-19,6,15000,Checked-in,,23,UPI,10,Call Center,Business,Short Stay
BK27128,C3989,RT2,B2,2020-06-13,2020-06-16,3,12000,No-show,,44,Cash,20,Travel Agent,Vacation,Iong Stay
BK4357,C4134,RT2,B5,2020-06-14,2020-06-17,3,12000,Checked-in,,60,Corporate Account,5,Travel Agent,,Other
BK13267,C584,RT4,B4,2020-06-14,2020-06-17,3,16500,Checked-in,,44,Credit Card,20,Call Center,Vacation,Iong Stay
BK13698,C4681,RT2,B1,2020-06-14,2020-06-21,7,28000,Cancelled,Other,34,Credit Card,20,Mobile App,Business,Short Stay
BK14870,C1841,RT3,B5,2020-06-14,2020-06-18,4,30000,No-show,,48,Cash,20,Mobile App,Business,Short Stay
BK17736,C1692,RT3,B3,2020-06-14,2020-06-19,5,37500,Cancelled,Change of plans,43,Cash,15,Mobile App,Business,Short Stay
BK18235,C1055,RT3,B2,2020-06-14,2020-06-21,7,52500,No-show,,8,Cash,15,Website,,Other
BK26484,C4922,RT4,B3,2020-06-14,2020-06-18,4,22000,Checked-in,,15,Credit Card,15,Call Center,Conference,Medium Stay
BK1960,C3266,RT3,B1,2020-06-15,2020-06-20,5,37500,Checked-in,,29,Corporate Account,5,Mobile App,,Other
BK3730,C4790,RT4,B3,2020-06-15,2020-06-18,3,16500,Checked-in,,0,UPI,5,Website,Holiday,Long Stay
BK5194,C4859,RT1,B4,2020-06-15,2020-06-20,5,12500,Checked-in,,20,Cash,20,Website,Holiday,Long Stay
BK6642,C5088,RT1,B3,2020-06-15,2020-06-20,5,12500,Checked-in,,53,Corporate Account,15,Call Center,Conference,Medium Stay
BK7984,C4544,RT1,B5,2020-06-15,2020-06-22,7,17500,Cancelled,Change of plans,17,Cash,15,Website,,Other
BK8997,C3243,RT2,B4,2020-06-15,2020-06-18,3,12000,Cancelled,Change of plans,23,UPI,10,Mobile App,Vacation,Iong Stay
BK10603,C3463,RT2,B3,2020-06-15,2020-06-17,2,8000,Checked-in,,39,Corporate Account,15,Website,Holiday,Long Stay
BK10722,C2124,RT2,B5,2020-06-15,2020-06-19,4,16000,No-show,,16,Corporate Account,10,Website,Vacation,Iong Stay
BK11362,C2286,RT2,B5,2020-06-15,2020-06-19,4,16000,Cancelled,Weather,13,Credit Card,10,Travel Agent,Conference,Medium Stay
BK14551,C503,RT2,B5,2020-06-15,2020-06-22,7,28000,Cancelled,Weather,22,Credit Card,0,Website,Business,Short Stay
BK20633,C2855,RT3,B5,2020-06-15,2020-06-21,6,45000,Cancelled,Other,43,Corporate Account,10,Travel Agent,Vacation,Iong Stay
BK21723,C1258,RT1,B2,2020-06-15,2020-06-17,2,5000,No-show,,2,Corporate Account,10,Travel Agent,Business,Short Stay
BK22911,C4845,RT4,B1,2020-06-15,2020-06-17,2,11000,Checked-in,,49,Corporate Account,15,Mobile App,Holiday,Long Stay
BK24444,C4790,RT1,B2,2020-06-15,2020-06-19,4,10000,Cancelled,Change of plans,14,Corporate Account,20,Mobile App,Vacation,Iong Stay
BK24845,C4326,RT3,B4,2020-06-15,2020-06-16,1,7500,Checked-in,,14,Cash,15,Website,Business,Short Stay
BK27823,C266,RT3,B2,2020-06-15,2020-06-16,1,7500,Cancelled,Weather,20,Corporate Account,10,Call Center,Conference,Medium Stay
BK6591,C4396,RT2,B2,2020-06-16,2020-06-18,2,8000,Cancelled,Weather,35,Cash,10,Call Center,Holiday,Long Stay
BK9169,C192,RT4,B2,2020-06-16,2020-06-18,2,11000,No-show,,14,Cash,20,Call Center,Vacation,Iong Stay
BK9944,C2384,RT3,B2,2020-06-16,2020-06-18,2,15000,Checked-in,,19,UPI,15,Travel Agent,Vacation,Iong Stay
BK10853,C2343,RT4,B4,2020-06-16,2020-06-18,2,11000,Cancelled,Price,30,UPI,20,Mobile App,Business,Short Stay
BK12184,C4278,RT1,B1,2020-06-16,2020-06-22,6,15000,No-show,,20,UPI,15,Website,Vacation,Iong Stay
BK14385,C1037,RT3,B4,2020-06-16,2020-06-20,4,30000,Checked-in,,46,Cash,0,Call Center,,Other
BK18611,C4932,RT1,B3,2020-06-16,2020-06-18,2,5000,Checked-in,,12,Credit Card,15,Travel Agent,Business,Short Stay
BK20962,C2286,RT3,B3,2020-06-16,2020-06-21,5,37500,No-show,,13,UPI,10,Call Center,Vacation,Iong Stay
BK21288,C376,RT1,B2,2020-06-16,2020-06-20,4,10000,No-show,,15,Credit Card,0,Travel Agent,,Other
BK25486,C584,RT2,B1,2020-06-16,2020-06-18,2,8000,No-show,,17,Corporate Account,15,Mobile App,Holiday,Long Stay
BK27907,C4901,RT4,B2,2020-06-16,2020-06-19,3,16500,Cancelled,Price,26,UPI,15,Website,,Other
BK28079,C3219,RT3,B2,2020-06-16,2020-06-18,2,15000,No-show,,60,Corporate Account,0,Call Center,Vacation,Iong Stay
BK1941,C2434,RT3,B4,2020-06-17,2020-06-22,5,37500,Checked-in,,32,Credit Card,0,Call Center,,Other
BK2296,C4542,RT3,B3,2020-06-17,2020-06-24,7,52500,Cancelled,Change of plans,36,Corporate Account,0,Travel Agent,Holiday,Long Stay
BK3241,C779,RT2,B3,2020-06-17,2020-06-23,6,24000,Checked-in,,3,Corporate Account,15,Travel Agent,Vacation,Iong Stay
BK3368,C4914,RT2,B4,2020-06-17,2020-06-20,3,12000,Checked-in,,56,Credit Card,10,Call Center,Holiday,Long Stay
BK3879,C1965,RT4,B5,2020-06-17,2020-06-18,1,5500,Cancelled,Weather,7,Corporate Account,5,Call Center,,Other
BK4293,C4739,RT3,B3,2020-06-17,2020-06-20,3,22500,Cancelled,Other,41,Cash,20,Call Center,,Other
BK6943,C3130,RT2,B2,2020-06-17,2020-06-22,5,20000,Checked-in,,4,Credit Card,0,Call Center,Business,Short Stay
BK8983,C1810,RT2,B4,2020-06-17,2020-06-19,2,8000,Cancelled,Weather,8,UPI,5,Call Center,Business,Short Stay
BK10796,C3105,RT3,B1,2020-06-17,2020-06-19,2,15000,Cancelled,Change of plans,17,Cash,20,Call Center,Business,Short Stay
BK12841,C4170,RT4,B4,2020-06-17,2020-06-20,3,16500,Cancelled,Weather,25,Cash,5,Call Center,Vacation,Iong Stay
BK17130,C266,RT4,B3,2020-06-17,2020-06-24,7,38500,Checked-in,,0,Corporate Account,15,Call Center,Holiday,Long Stay
BK17318,C356,RT3,B2,2020-06-17,2020-06-20,3,22500,Cancelled,Weather,57,Cash,0,Travel Agent,Business,Short Stay
BK18282,C1687,RT3,B4,2020-06-17,2020-06-21,4,30000,No-show,,20,Corporate Account,0,Call Center,Vacation,Iong Stay
BK21517,C4956,RT1,B3,2020-06-17,2020-06-24,7,17500,No-show,,39,Cash,10,Website,Vacation,Iong Stay
BK21867,C1497,RT3,B5,2020-06-17,2020-06-21,4,30000,Cancelled,Weather,39,Corporate Account,10,Website,Business,Short Stay
BK22553,C1570,RT4,B4,2020-06-17,2020-06-20,3,16500,No-show,,56,Corporate Account,10,Mobile App,Holiday,Long Stay
BK23573,C1067,RT4,B5,2020-06-17,2020-06-19,2,11000,Checked-in,,15,Cash,20,Website,Vacation,Iong Stay
BK24611,C561,RT2,B4,2020-06-17,2020-06-18,1,4000,No-show,,10,Corporate Account,5,Website,Conference,Medium Stay
BK26543,C2063,RT4,B4,2020-06-17,2020-06-21,4,22000,Checked-in,,12,Corporate Account,5,Call Center,,Other
BK2570,C1468,RT2,B2,2020-06-18,2020-06-23,5,20000,Checked-in,,44,Credit Card,0,Travel Agent,Business,Short Stay
BK2736,C2466,RT4,B4,2020-06-18,2020-06-22,4,22000,No-show,,0,Corporate Account,5,Travel Agent,Business,Short Stay
BK5679,C1598,RT1,B2,2020-06-18,2020-06-25,7,17500,Cancelled,Change of plans,43,Corporate Account,20,Call Center,Holiday,Long Stay
BK5739,C3824,RT2,B2,2020-06-18,2020-06-19,1,4000,No-show,,28,Cash,20,Call Center,Vacation,Iong Stay
BK6307,C4217,RT3,B2,2020-06-18,2020-06-19,1,7500,Checked-in,,26,Cash,5,Travel Agent,Conference,Medium Stay
BK7488,C3893,RT2,B3,2020-06-18,2020-06-20,2,8000,Checked-in,,22,Corporate Account,15,Website,Conference,Medium Stay
BK10731,C3815,RT4,B3,2020-06-18,2020-06-24,6,33000,Checked-in,,26,Cash,15,Travel Agent,,Other
BK12052,C4605,RT1,B1,2020-06-18,2020-06-22,4,10000,Cancelled,Price,57,Credit Card,15,Website,Business,Short Stay
BK12560,C2205,RT3,B1,2020-06-18,2020-06-25,7,52500,Checked-in,,22,Cash,15,Travel Agent,Conference,Medium Stay
BK13173,C1979,RT4,B1,2020-06-18,2020-06-25,7,38500,Checked-in,,25,Cash,5,Mobile App,Business,Short Stay
BK16415,C738,RT2,B4,2020-06-18,2020-06-25,7,28000,Cancelled,Other,34,UPI,10,Website,Holiday,Long Stay
BK22529,C1833,RT1,B1,2020-06-18,2020-06-25,7,17500,Cancelled,Other,8,Corporate Account,5,Travel Agent,Holiday,Long Stay
BK23942,C3129,RT4,B3,2020-06-18,2020-06-21,3,16500,No-show,,1,Cash,20,Call Center,Conference,Medium Stay
BK3640,C3477,RT3,B4,2020-06-19,2020-06-23,4,30000,Checked-in,,8,Credit Card,20,Call Center,Vacation,Iong Stay
BK3750,C4910,RT1,B3,2020-06-19,2020-06-22,3,7500,Checked-in,,6,Cash,15,Travel Agent,Holiday,Long Stay
BK7151,C4657,RT2,B1,2020-06-19,2020-06-25,6,24000,Cancelled,Price,35,UPI,0,Mobile App,Holiday,Long Stay
BK8505,C606,RT3,B2,2020-06-19,2020-06-23,4,30000,No-show,,18,Corporate Account,10,Call Center,Conference,Medium Stay
BK14782,C4590,RT3,B5,2020-06-19,2020-06-20,1,7500,No-show,,33,Cash,10,Call Center,Vacation,Iong Stay
BK16185,C2275,RT3,B3,2020-06-19,2020-06-25,6,45000,Checked-in,,53,Credit Card,20,Travel Agent,Conference,Medium Stay
BK18910,C896,RT2,B2,2020-06-19,2020-06-24,5,20000,Checked-in,,34,UPI,20,Travel Agent,Vacation,Iong Stay
BK21155,C3951,RT3,B5,2020-06-19,2020-06-23,4,30000,Checked-in,,20,Cash,20,Travel Agent,Holiday,Long Stay
BK21891,C4175,RT2,B4,2020-06-19,2020-06-25,6,24000,Checked-in,,59,Cash,20,Travel Agent,,Other
BK22923,C1287,RT2,B4,2020-06-19,2020-06-25,6,24000,Cancelled,Change of plans,7,Cash,20,Website,Conference,Medium Stay
BK26670,C5090,RT4,B2,2020-06-19,2020-06-21,2,11000,Cancelled,Change of plans,23,Credit Card,5,Mobile App,Business,Short Stay
BK27869,C4855,RT4,B5,2020-06-19,2020-06-25,6,33000,Cancelled,Change of plans,38,Credit Card,5,Travel Agent,Conference,Medium Stay
BK4738,C2173,RT4,B3,2020-06-20,2020-06-24,4,22000,No-show,,47,Credit Card,20,Mobile App,Business,Short Stay
BK4961,C2478,RT3,B4,2020-06-20,2020-06-24,4,30000,Cancelled,Price,1,UPI,10,Website,,Other
BK5976,C2350,RT1,B3,2020-06-20,2020-06-25,5,12500,Checked-in,,49,Cash,20,Travel Agent,Vacation,Iong Stay
BK9003,C848,RT1,B2,2020-06-20,2020-06-23,3,7500,Checked-in,,39,Credit Card,15,Call Center,Conference,Medium Stay
BK9275,C2366,RT2,B5,2020-06-20,2020-06-22,2,8000,Cancelled,Change of plans,7,UPI,10,Travel Agent,Conference,Medium Stay
BK9576,C3151,RT4,B4,2020-06-20,2020-06-25,5,27500,Checked-in,,59,Corporate Account,20,Mobile App,Conference,Medium Stay
BK15698,C4898,RT1,B3,2020-06-20,2020-06-25,5,12500,Checked-in,,52,Credit Card,20,Website,Business,Short Stay
BK16854,C3584,RT1,B1,2020-06-20,2020-06-22,2,5000,Checked-in,,53,Credit Card,20,Mobile App,Holiday,Long Stay
BK20670,C218,RT2,B5,2020-06-20,2020-06-23,3,12000,Checked-in,,31,UPI,5,Website,Vacation,Iong Stay
BK21409,C3793,RT3,B3,2020-06-20,2020-06-25,5,37500,Checked-in,,25,Cash,10,Call Center,Vacation,Iong Stay
BK28125,C2385,RT4,B3,2020-06-20,2020-06-24,4,22000,No-show,,10,UPI,20,Travel Agent,Holiday,Long Stay
BK2382,C3827,RT3,B2,2020-06-21,2020-06-25,4,30000,Checked-in,,15,UPI,15,Mobile App,Business,Short Stay
BK2863,C1822,RT1,B1,2020-06-21,2020-06-25,4,10000,Cancelled,Weather,35,Credit Card,5,Website,Conference,Medium Stay
BK6610,C1490,RT3,B2,2020-06-21,2020-06-26,5,37500,No-show,,23,Corporate Account,5,Website,Conference,Medium Stay
BK7073,C1888,RT1,B3,2020-06-21,2020-06-24,3,7500,Cancelled,Other,7,Corporate Account,15,Call Center,Business,Short Stay
BK8841,C1198,RT4,B2,2020-06-21,2020-06-27,6,33000,Checked-in,,49,Credit Card,10,Call Center,Conference,Medium Stay
BK9374,C122,RT1,B3,2020-06-21,2020-06-22,1,2500,No-show,,16,Cash,15,Call Center,Conference,Medium Stay
BK15652,C3501,RT1,B4,2020-06-21,2020-06-27,6,15000,Cancelled,Price,38,UPI,5,Website,Holiday,Long Stay
BK16437,C610,RT4,B4,2020-06-21,2020-06-23,2,11000,Cancelled,Change of plans,40,Corporate Account,0,Call Center,Vacation,Iong Stay
BK16721,C3898,RT2,B4,2020-06-21,2020-06-25,4,16000,No-show,,7,Credit Card,0,Mobile App,Holiday,Long Stay
BK20991,C4151,RT2,B5,2020-06-21,2020-06-23,2,8000,Checked-in,,5,Corporate Account,5,Mobile App,Conference,Medium Stay
BK22840,C1045,RT4,B4,2020-06-21,2020-06-27,6,33000,Checked-in,,15,Corporate Account,20,Call Center,Holiday,Long Stay
BK24466,C4026,RT1,B4,2020-06-21,2020-06-28,7,17500,No-show,,39,Cash,5,Travel Agent,,Other
BK25848,C4133,RT4,B4,2020-06-21,2020-06-28,7,38500,Checked-in,,3,Cash,5,Mobile App,Conference,Medium Stay
BK1138,C1517,RT1,B3,2020-06-22,2020-06-27,5,12500,No-show,,2,Corporate Account,15,Travel Agent,Vacation,Iong Stay
BK1313,C1956,RT4,B3,2020-06-22,2020-06-29,7,38500,Cancelled,Change of plans,29,Corporate Account,10,Call Center,Holiday,Long Stay
BK2116,C1718,RT3,B5,2020-06-22,2020-06-24,2,15000,Cancelled,Change of plans,27,Cash,0,Call Center,Holiday,Long Stay
BK10289,C2387,RT4,B1,2020-06-22,2020-06-23,1,5500,No-show,,25,UPI,20,Travel Agent,Conference,Medium Stay
BK10779,C5085,RT2,B2,2020-06-22,2020-06-27,5,20000,No-show,,18,UPI,15,Mobile App,Vacation,Iong Stay
BK11649,C2248,RT3,B4,2020-06-22,2020-06-27,5,37500,Checked-in,,30,UPI,0,Mobile App,Vacation,Iong Stay
BK11664,C4380,RT2,B2,2020-06-22,2020-06-23,1,4000,Cancelled,Change of plans,18,Cash,5,Website,Conference,Medium Stay
BK12605,C1564,RT3,B3,2020-06-22,2020-06-27,5,37500,No-show,,43,Corporate Account,15,Travel Agent,,Other
BK14954,C3423,RT3,B1,2020-06-22,2020-06-27,5,37500,Checked-in,,4,Credit Card,0,Mobile App,,Other
BK15679,C2092,RT1,B2,2020-06-22,2020-06-26,4,10000,Checked-in,,0,Cash,10,Mobile App,Holiday,Long Stay
BK23328,C1244,RT2,B4,2020-06-22,2020-06-28,6,24000,Checked-in,,42,Corporate Account,15,Website,Business,Short Stay
BK26284,C4886,RT2,B1,2020-06-22,2020-06-28,6,24000,No-show,,18,Cash,15,Travel Agent,Business,Short Stay
BK26685,C3938,RT1,B2,2020-06-22,2020-06-25,3,7500,Cancelled,Other,19,Cash,10,Mobile App,Holiday,Long Stay
BK2177,C3640,RT3,B5,2020-06-23,2020-06-24,1,7500,No-show,,9,Cash,0,Call Center,Business,Short Stay
BK3642,C1057,RT3,B2,2020-06-23,2020-06-27,4,30000,Checked-in,,7,UPI,15,Mobile App,Conference,Medium Stay
BK4816,C293,RT3,B3,2020-06-23,2020-06-28,5,37500,No-show,,32,UPI,15,Website,Business,Short Stay
BK10671,C976,RT4,B3,2020-06-23,2020-06-30,7,38500,Cancelled,Change of plans,35,UPI,20,Website,Vacation,Iong Stay
BK14062,C4146,RT2,B5,2020-06-23,2020-06-24,1,4000,Checked-in,,5,Corporate Account,0,Call Center,Holiday,Long Stay
BK16173,C3000,RT3,B5,2020-06-23,2020-06-30,7,52500,Checked-in,,31,Cash,10,Mobile App,,Other
BK25695,C3819,RT3,B4,2020-06-23,2020-06-28,5,37500,Cancelled,Price,17,Corporate Account,10,Website,Holiday,Long Stay
BK26316,C1028,RT3,B4,2020-06-23,2020-06-27,4,30000,No-show,,19,Credit Card,20,Travel Agent,,Other
BK26487,C2900,RT3,B4,2020-06-23,2020-06-24,1,7500,Cancelled,Change of plans,3,Cash,5,Mobile App,Business,Short Stay
BK28757,C910,RT2,B5,2020-06-23,2020-06-29,6,24000,Cancelled,Other,33,UPI,10,Mobile App,Vacation,Iong Stay
BK3278,C3563,RT3,B3,2020-06-24,2020-06-30,6,45000,No-show,,33,Credit Card,15,Mobile App,Holiday,Long Stay
BK6322,C3858,RT2,B3,2020-06-24,2020-06-27,3,12000,Cancelled,Change of plans,6,Cash,5,Travel Agent,Conference,Medium Stay
BK8009,C2452,RT1,B1,2020-06-24,2020-06-26,2,5000,Cancelled,Weather,27,Corporate Account,15,Mobile App,Vacation,Iong Stay
BK8254,C496,RT4,B5,2020-06-24,2020-06-28,4,22000,Checked-in,,23,Cash,20,Call Center,Conference,Medium Stay
BK10073,C532,RT1,B5,2020-06-24,2020-06-25,1,2500,Cancelled,Price,3,Credit Card,15,Mobile App,Holiday,Long Stay
BK12392,C4294,RT4,B3,2020-06-24,2020-06-25,1,5500,No-show,,12,UPI,5,Travel Agent,Conference,Medium Stay
BK15046,C1103,RT3,B4,2020-06-24,2020-06-29,5,37500,No-show,,56,UPI,0,Travel Agent,Holiday,Long Stay
BK16904,C4378,RT3,B2,2020-06-24,2020-06-28,4,30000,No-show,,26,Cash,20,Website,Business,Short Stay
BK17373,C2512,RT2,B1,2020-06-24,2020-07-01,7,28000,Checked-in,,38,Corporate Account,10,Travel Agent,Conference,Medium Stay
BK18637,C521,RT4,B3,2020-06-24,2020-06-26,2,11000,Cancelled,Weather,41,Corporate Account,20,Mobile App,Vacation,Iong Stay
BK22692,C4011,RT2,B4,2020-06-24,2020-06-25,1,4000,Checked-in,,0,Cash,15,Travel Agent,Conference,Medium Stay
BK25655,C1749,RT4,B3,2020-06-24,2020-07-01,7,38500,Cancelled,Change of plans,60,UPI,20,Website,,Other
